Skills,Education,Experience,ID,Category
Accomplishments,B.S. : Accounting B.S Bemidji State University Bemidji State University May 1992 Accounting B.S. GPA 3.9,"in budgeting, strategic planning, product analysis, cost allocation, sales plan design and adminstration.",12858898,FINANCE
", integrity and honesty. Successfully obtained licenses through the state of North Carolina","Bachelor of Science : Organizational Management , 1 2016",,24967652,FINANCE
"Accounting, general accounting, auditing, balance sheets, billings, budget, closing, contracts, CPA, credit, client, clients, Finance, Financial,",and Training,Finance Specialist Nov 2014 to Jan 2015,26961846,FINANCE
. Versed in strategic leadership roles and responsible for,"Associate of Science : Business Management , 2012 Prince George's Community College - City , State",and exceptional people skills. Versed in strategic leadership roles and responsible for,29648950,FINANCE
Creative Writing,2015,"Advocate , Sisters Interacting Successfully August '12 -'14",20836112,FINANCE
SAP SAP,"University of Phoenix Masters of Business Administration City , State","in extensive contracts analytics, financial statement reporting, budget optimization and",28623782,FINANCE
"advertising, benefits, Business Management 2, closing, Consultant, counseling, customer relations, customer satisfaction, documentation, Finance,",Medical Engineering / Business Management 2 yrs. Baker College Professional Meetings * AAGI Finance Management Course * Several,"Finance Manager 01/2013 ï¼​ 03/2016 Company Name City , State",18640927,FINANCE
.,"Rutgers University 2013 Master of Science : Accounting City , State , United States","in Sales and Use taxes, Payroll taxes and 1099",26767199,FINANCE
General ledger accounting skills,2008,06/2010 to Current,26750846,FINANCE
"Microsoft Office Suite | Various CRM Systems | Omni | SalesForce | QuickBooks | SLACK,","Master of Business Administration (MBA) Johnson and Wales University - City , State","Finance and Operations Manager , 07/2017 to Current",17880988,FINANCE
in all Microsoft office applications.,"MBA : FINANCE 2006 University of North Texas , City , State",heavily focused in financial analytics and accounting practices. Professional,15011085,FINANCE
"â€¢ Excellent attention to details
â€¢ Fluent in Spanish â€¢ Excellent skills inÂ Microsoft Outlook, Word, Excel and PowerPointÂ
â€¢ Excellent driving skills Â",May 2014,,20705888,FINANCE
Exceptional at resolving,Early CHildhood education/ computer Science. 1996 Certificate in Early Childhood Education : Early Childhood Education 1995 Community C,"Company Name City , State Finance Operations/ Supervisor Manager 09/1999 to 02/2012",38225199,FINANCE
Customer and Personal Service Administration and Management,2013,Accountant and data base worker who has developed a strong accounting background working with Data Base and,15891494,FINANCE
and analytical abilities to determine proper accounting treatment,"University of Massachusetts -Amherst, MA 1996 BBA : Accounting","in budgeting, forecasting, strategic planning and analysis.",27914096,FINANCE
.,"Bachelor of Science , Business Administration Accounting and Finance The Ohio State University ï¼​ City , State Business Administration","of success in financial analysis, budget preparation and",62850928,FINANCE
Superior organization skills,"Associate of Arts , History Diablo Valley College ï¼​ City , State , USA Pursued BA in FinanceÂ","detail-oriented and organized. Areas of expertise include conflict management, customer service, marketing and client interface. Advanced training",26013403,FINANCE
"Office software: MS Word, Excel, PowerPoint, Access Systems: Solar, Business Objects, PC Links General Ledger, FCI, FC Links,","Business Administration : Accounting Pace University ï¼​ City , State , US Pace University, New York, NY Majored in Accounting / GPA: 3.60",Senior Manager -National Sales Finance,15224503,FINANCE
"SAP, Business Warehouse, Business Planning and Consolidation, Business Objects, SAS, Crystal Reporting, acquisitions, automotive, budgets,","Bachelor of Arts : Economics/Geography University Of Cincinnati - City , State","leader, working across the organization to create compelling analysis with the goal of influencing improved business performance.",27330027,FINANCE
Predictive planning,"Doctor of Philosophy : Organizational Leadership , 2013 The Chicago School of Professional Psychology ï¼​ City , State",Finance,86549455,FINANCE
"Accounting, General Accounting,Â Acquisitions, Budgeting, Controller, Cost Analysis and Analytical Reporting, Credit, Facilities Management,",and Training,in financial accounting in both private and public sector entities.Â Recruited to,22622351,FINANCE
in optimizing current,"MBA : Accounting , 2011 Johnson & Wales University ï¼​ City , State",Director of Finance,17392859,FINANCE
"in office operations with top-notch handling of office communications, logistics and records. In the banking and accounting",12/2020,"in office operations with top-notch handling of office communications, logistics and records. In the banking and accounting",74512244,FINANCE
.,"al, organization, and excellent interpersonal skills.",Human Resource/ Finance Analyst,24611721,FINANCE
"Accounting, administrative, ADP, automobiles, Balance, cash deposits, cash handling, clerical, Closing, draw, financing, financial, funds, inventory,",Associate of Arts : English Spring 2014 South Suburban College,"in a sensitive corporate environment. Outgoing and detail-oriented,",37931076,FINANCE
Team Building,"al programs and materials, live events, symposium and Web sites that reach, teach, and","in Publishing and Non-Profit environments, including extensive",81217013,FINANCE
"Hyperion Planing, Essbase, SAP R/3, Oracle 11, SAP BPC, Business Objects, Sharepoint, MS Office.","Master of Science , Business Administration May 2006 Technical University - City , Germany",Sr. Finance Manager Jan 2015 to Sep 2015,98513424,FINANCE
in coordinating all aspects of each project from inception through completion. Sees the big picture and plans appropriate,"Bachelor of Science : Accounting , 2006 University of Phoenix ï¼​ City , State",in all aspects of accounting and financial management. Solid planning and,11441764,FINANCE
", detail oriented, multi-tasking capabilities, self-directed resourceful learner","Liberty University 2014 Bachelor of Science : Business Administration City , State , US",Company Name July 2012 to Current Finance Project Coordinator,59777056,FINANCE
Â,"Tanzania Institute Of Accountancy 2012 Post Graduate Diploma in Accountancy : Accounting City , State , Tanzania",Company Name October 2013 to Current Head of Accounts and Finance,27409087,FINANCE
.,"University of Southern California ï¼​ City , State",06/2015 to Current,58165257,FINANCE
Hyperion,Jun. 2002,05/2013 to Current,20275356,FINANCE
Intuit QuickBooks specialist Skilled multi-tasker,"Metropolitan State College ï¼​ City , State Bachelor of Arts Psychology - Sociology","Finance / Office Manager , 01/2008 ï¼​ Current Company Name ï¼​ City , State",72136463,FINANCE
"- Proven ability to produce formal written reports with the subheadings of Table of Contents, Executive Summary,",and Training,*Collections / Supervisory - Over eleven years experience Manager of,20977412,FINANCE
"including listening, telephone, written, and interpersonal. In-",goals.,and integrity looking to further my career within the accounting industry. Over,15792052,FINANCE
"Dari, Persian, Pashto, English, Russian, Arabic, Urdu","MBA : Business Administration, Conentration on Managment 2017 University of Akron City , State , USA","in the fields of management, finance,",20969845,FINANCE
Budgeting expertise,B.S : Finance The University of Maryland at College Park,in Financial Management and Controllership areas.,24553863,FINANCE
"Financial Reporting & Analysis (IFRS and US GAAP). Budgeting,","Bachelor of Science : Business, Accounting and Finance Kelley School of Business, Indiana University Bachelor of Science in Business Major: Accounting and Finance Graduated: August, 2010 Kelley School of Business, Indiana University, IN, USA","spanning over oil and gas services, manufacturing, and trading business. The experience is",24833063,FINANCE
and excellent communication skills. Detail,"Completed US Individual Income Tax Course by H& R Block 1982 - Passed, Philippine CPA Board Exam : 1 1994",I have gained to,28398216,FINANCE
"Ad, B2B, budget, Business Intelligence, charts, credit, Data analysis, data warehouses, databases, decision-making, executive management, senior","STEVENS INSTITUTE OF TECHNOLOGY 2014 Master of Technology Management : Management of Technology City , State Management",Company Name February 2016 to Current Finance Consultant,24854026,FINANCE
